narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P01_01_208,P01,P01_01,15:53.0,15:55.1,15:56.9,57303,57412,put rice into cupboard,put-into,5,rice,55,"['rice', 'cupboard']","[55, 3]"
P01_01_209,P01,P01_01,15:58.9,15:59.3,16:09.6,57556,58175,stir vegetables in tofu,stir,10,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_210,P01,P01_01,15:57.9,15:59.5,16:00.5,57569,57630,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_211,P01,P01_01,16:09.7,16:10.4,16:11.2,58225,58269,take bottle,take,0,bottle,15,['bottle'],[15]
P01_01_212,P01,P01_01,16:10.7,16:11.3,16:12.0,58275,58317,open top,open,3,top,42,['top'],[42]
P01_01_213,P01,P01_01,16:13.6,16:13.4,16:24.8,58404,59088,pour water into bottle,pour-into,9,water,27,"['water', 'bottle']","[27, 15]"
P01_01_214,P01,P01_01,16:23.0,16:23.6,16:25.7,59018,59140,close top,close,4,top,42,['top'],[42]
P01_01_215,P01,P01_01,16:24.7,16:26.4,16:28.2,59185,59289,put bottle onto table,put-onto,1,bottle,15,"['bottle', 'table']","[15, 42]"
P01_01_216,P01,P01_01,16:30.3,16:29.6,16:33.6,59376,59616,take cutlery,take,0,cutlery,58,['cutlery'],[58]
P01_01_217,P01,P01_01,16:33.2,16:34.5,16:37.1,59672,59824,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P01_01_218,P01,P01_01,16:36.4,16:37.2,16:47.9,59830,60475,put cutlery into cupboard,put-into,5,cutlery,58,"['cutlery', 'cupboard']","[58, 3]"
P01_01_219,P01,P01_01,16:45.9,16:47.7,16:49.5,60460,60567,close drawer,close,4,drawer,8,['drawer'],[8]
P01_01_220,P01,P01_01,16:48.3,16:49.9,16:50.9,60596,60653,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_221,P01,P01_01,16:50.0,16:50.9,16:58.0,60654,61082,stir vegetables and tofu,stir,10,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_222,P01,P01_01,16:56.7,16:58.2,17:00.2,61092,61212,adjust,adjust,17,hob,24,['hob'],[24]
P01_01_223,P01,P01_01,17:01.9,17:00.6,17:05.1,61233,61503,stir vegetables,stir,10,vegetable,94,['vegetable'],[94]
P01_01_224,P01,P01_01,17:04.7,17:05.4,17:12.7,61524,61963,stir rice,stir,10,rice,55,['rice'],[55]
P01_01_225,P01,P01_01,17:12.1,17:13.6,17:14.6,62015,62073,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_226,P01,P01_01,17:14.7,17:15.0,17:17.6,62102,62257,take spoon,take,0,spoon,1,['spoon'],[1]
P01_01_227,P01,P01_01,17:16.3,17:17.0,17:21.4,62217,62485,take glass,take,0,glass,10,['glass'],[10]
P01_01_228,P01,P01_01,17:25.8,17:20.2,17:28.7,62413,62920,put down,put-down,1,glass,10,['glass'],[10]
P01_01_229,P01,P01_01,17:20.7,17:21.5,17:26.0,62491,62762,put down glass,put-down,1,glass,10,['glass'],[10]
P01_01_230,P01,P01_01,17:24.8,17:26.3,17:28.4,62778,62904,open drawer,open,3,drawer,8,['drawer'],[8]
P01_01_231,P01,P01_01,17:29.2,17:31.7,17:32.8,63100,63166,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_232,P01,P01_01,17:30.3,17:31.9,17:47.4,63112,64045,stir vegetables into a bowl,stir-into,10,vegetable,94,"['vegetable', 'bowl']","[94, 7]"
P01_01_233,P01,P01_01,17:44.7,17:46.5,17:47.6,63992,64055,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_234,P01,P01_01,17:52.8,17:54.1,17:56.3,64449,64576,take container,take,0,container,21,['container'],[21]
P01_01_235,P01,P01_01,17:53.8,17:55.4,17:56.7,64522,64602,open container,open,3,container,21,['container'],[21]
P01_01_236,P01,P01_01,17:56.2,17:57.1,17:58.8,64625,64729,take container out of container,take-out,12,container,21,"['container', 'container']","[21, 21]"
P01_01_237,P01,P01_01,17:57.6,17:59.0,18:03.6,64741,65014,close container,close,4,container,21,['container'],[21]
P01_01_238,P01,P01_01,18:00.2,18:03.7,18:04.6,65020,65073,put container back into cupboard,put,1,container,21,"['container', 'cupboard']","[21, 3]"
P01_01_239,P01,P01_01,18:04.4,18:06.4,18:08.0,65186,65277,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_240,P01,P01_01,18:05.9,18:07.5,18:12.3,65248,65539,stir rice,stir,10,rice,55,['rice'],[55]
P01_01_241,P01,P01_01,18:12.3,18:14.3,18:23.4,65655,66203,stir vegetables and tofu,stir,10,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_242,P01,P01_01,18:29.4,18:19.0,18:51.3,65941,67875,still stirring vegetables and tofu,stir,10,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_243,P01,P01_01,18:50.1,18:51.9,18:53.8,67915,68025,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_244,P01,P01_01,19:22.5,19:23.1,19:32.0,69785,70318,stir vegetables,stir,10,vegetable,94,['vegetable'],[94]
P01_01_245,P01,P01_01,19:31.6,19:32.1,19:38.4,70329,70704,stir rice,stir,10,rice,55,['rice'],[55]
P01_01_246,P01,P01_01,19:37.5,19:38.6,19:40.5,70714,70831,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_247,P01,P01_01,20:04.8,19:43.1,20:12.0,70985,72718,waiting for rice to be cooked,wait-for,72,rice,55,['rice'],[55]
P01_01_248,P01,P01_01,20:12.5,20:14.2,20:15.4,72849,72924,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_249,P01,P01_01,20:23.1,20:15.2,20:25.8,72911,73550,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_250,P01,P01_01,20:13.5,20:15.3,20:25.7,72919,73543,stir vegetables and tofu,stir,10,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_251,P01,P01_01,20:24.2,20:25.6,20:26.6,73536,73596,take spoon,take,0,spoon,1,['spoon'],[1]
P01_01_252,P01,P01_01,20:28.6,20:27.7,20:30.7,73663,73840,scoop rice,scoop,16,rice,55,['rice'],[55]
P01_01_253,P01,P01_01,20:29.6,20:31.6,20:36.0,73894,74162,taste rice,taste,35,rice,55,['rice'],[55]
P01_01_254,P01,P01_01,20:36.3,20:36.1,20:38.9,74168,74335,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P01_01_255,P01,P01_01,20:46.3,20:47.9,20:49.8,74873,74985,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P01_01_256,P01,P01_01,20:50.0,20:51.0,20:53.0,75063,75179,take drainer,take,0,drainer,110,['drainer'],[110]
P01_01_257,P01,P01_01,21:02.1,21:04.0,21:05.4,75839,75921,take glass and bottle,take,0,glass,10,"['glass', 'bottle']","[10, 15]"
P01_01_258,P01,P01_01,21:03.1,21:05.0,21:10.4,75900,76222,pour water onto glass,pour-onto,9,water,27,"['water', 'glass']","[27, 10]"
P01_01_259,P01,P01_01,21:09.0,21:10.9,21:16.7,76255,76599,drink water,drink,60,water,27,['water'],[27]
P01_01_260,P01,P01_01,21:10.3,21:12.5,21:14.0,76353,76437,put down bottle,put-down,1,bottle,15,['bottle'],[15]
P01_01_261,P01,P01_01,21:15.6,21:16.1,21:17.6,76567,76656,put down glass,put-down,1,glass,10,['glass'],[10]
P01_01_262,P01,P01_01,21:18.9,21:20.7,21:21.5,76843,76892,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_263,P01,P01_01,21:19.9,21:21.7,21:32.7,76903,77562,stir vegetables and tofu,stir,10,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_264,P01,P01_01,21:31.1,21:29.6,21:36.3,77373,77776,still stirring vegetables and tofu,stir,10,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_265,P01,P01_01,21:32.5,21:36.0,21:37.0,77757,77818,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_266,P01,P01_01,21:42.6,21:44.5,21:45.5,78270,78327,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_267,P01,P01_01,21:44.8,21:46.3,21:52.2,78376,78730,stir rice,stir,10,rice,55,['rice'],[55]
P01_01_268,P01,P01_01,21:46.4,21:51.5,21:54.0,78688,78841,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_269,P01,P01_01,22:00.4,21:55.9,21:58.9,78952,79135,waiting for rice,wait-for,72,rice,55,['rice'],[55]
P01_01_270,P01,P01_01,22:22.3,22:20.4,22:33.5,80422,81210,still waiting for rice,wait-for,72,rice,55,['rice'],[55]
P01_01_271,P01,P01_01,22:32.2,22:33.7,22:35.5,81219,81328,take spoon,take,0,spoon,1,['spoon'],[1]
P01_01_272,P01,P01_01,22:34.2,22:35.2,22:39.8,81315,81587,scoop rice,scoop,16,rice,55,['rice'],[55]
P01_01_273,P01,P01_01,22:38.0,22:39.8,22:45.4,81586,81924,taste rice,taste,35,rice,55,['rice'],[55]
P01_01_274,P01,P01_01,22:45.8,22:46.0,22:49.6,81960,82176,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P01_01_275,P01,P01_01,22:48.8,22:49.7,22:53.8,82183,82428,turn off hob,turn-off,8,hob,24,['hob'],[24]
P01_01_276,P01,P01_01,23:11.9,23:12.8,23:15.1,83567,83707,take saucepan,take,0,saucepan,5,['saucepan'],[5]
P01_01_277,P01,P01_01,23:16.0,23:16.6,23:21.3,83793,84077,drain saucepan,drain,37,saucepan,5,['saucepan'],[5]
P01_01_278,P01,P01_01,23:22.2,23:22.0,23:28.8,84118,84528,drain rice,drain,37,rice,55,['rice'],[55]
P01_01_279,P01,P01_01,23:28.0,23:29.7,23:33.1,84580,84786,pour rice onto pan,pour-onto,9,rice,55,"['rice', 'pan']","[55, 5]"
P01_01_280,P01,P01_01,23:31.9,23:33.0,23:34.0,84780,84840,put on drainer,put-on,1,drainer,110,['drainer'],[110]
P01_01_281,P01,P01_01,23:33.6,23:34.7,23:44.2,84882,85453,scoop rice,scoop,16,rice,55,['rice'],[55]
P01_01_282,P01,P01_01,23:43.0,23:44.2,23:46.0,85452,85558,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5]
P01_01_283,P01,P01_01,23:44.8,23:46.1,23:47.8,85568,85668,put down drainer,put-down,1,drainer,110,['drainer'],[110]
P01_01_284,P01,P01_01,23:46.8,23:48.4,23:49.2,85702,85751,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_285,P01,P01_01,23:48.6,23:49.5,23:50.2,85769,85814,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_286,P01,P01_01,23:49.6,23:50.7,23:56.3,85843,86180,stir vegetables rice and tofu,stir,10,rice:vegetable,55,"['rice:vegetable', 'tofu']","[55, 81]"
P01_01_287,P01,P01_01,23:55.0,23:56.4,23:57.0,86181,86221,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_288,P01,P01_01,23:58.3,23:57.0,24:03.6,86217,86617,pour curry powder,pour,9,powder:curry,138,['powder:curry'],[138]
P01_01_289,P01,P01_01,23:56.1,23:57.1,23:57.8,86228,86269,take curry powder,take,0,powder:curry,138,['powder:curry'],[138]
P01_01_290,P01,P01_01,23:57.1,23:58.2,23:59.2,86293,86349,open curry powder,open,3,powder:curry,138,['powder:curry'],[138]
P01_01_291,P01,P01_01,24:01.9,24:03.0,24:04.1,86577,86643,put down curry powder,put-down,1,powder:curry,138,['powder:curry'],[138]
P01_01_292,P01,P01_01,24:02.9,24:03.9,24:04.9,86631,86695,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_293,P01,P01_01,24:03.9,24:04.9,24:17.0,86692,87420,stir rice,stir,10,rice,55,['rice'],[55]
P01_01_294,P01,P01_01,24:15.1,24:15.3,24:22.6,87320,87756,still stirring rice,stir,10,rice,55,['rice'],[55]
P01_01_295,P01,P01_01,24:37.5,24:22.7,24:29.9,87762,88196,still stirring rice,stir,10,rice,55,['rice'],[55]
P01_01_296,P01,P01_01,25:16.1,24:30.0,25:05.3,88202,90316,still stirring rice,stir,10,rice,55,['rice'],[55]
P01_01_297,P01,P01_01,25:04.2,25:04.5,25:07.4,90271,90445,turn off hob,turn-off,8,hob,24,['hob'],[24]
P01_01_298,P01,P01_01,25:06.9,25:08.1,25:18.1,90483,91084,stir rice,stir,10,rice,55,['rice'],[55]
P01_01_299,P01,P01_01,25:34.8,25:18.2,25:26.2,91090,91572,still stirring rice,stir,10,rice,55,['rice'],[55]
P01_01_300,P01,P01_01,24:51.4,25:24.0,25:48.5,91440,92910,still stirring rice,stir,10,rice,55,['rice'],[55]
P01_01_301,P01,P01_01,25:46.7,25:48.8,25:49.9,92925,92991,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_302,P01,P01_01,25:49.0,25:50.1,25:54.1,93006,93247,close curry powder,close,4,powder:curry,138,['powder:curry'],[138]
P01_01_303,P01,P01_01,25:52.3,25:54.4,25:55.2,93266,93311,put curry powder down,put-down,1,powder:curry,138,['powder:curry'],[138]
P01_01_304,P01,P01_01,25:54.4,25:55.5,25:56.8,93332,93407,take container,take,0,container,21,['container'],[21]
P01_01_305,P01,P01_01,25:56.0,25:56.8,25:58.7,93409,93520,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_306,P01,P01_01,25:58.4,25:57.6,26:03.0,93457,93778,pour rice into container,pour-into,9,rice,55,"['rice', 'container']","[55, 21]"
P01_01_307,P01,P01_01,26:10.3,26:00.8,26:13.8,93649,94426,pour rice into container,pour-into,9,rice,55,"['rice', 'container']","[55, 21]"
P01_01_308,P01,P01_01,26:04.7,26:02.5,26:04.3,93751,93856,scoop rice,scoop,16,rice,55,['rice'],[55]
P01_01_309,P01,P01_01,26:06.0,26:04.4,26:06.1,93862,93967,pour rice into container,pour-into,9,rice,55,"['rice', 'container']","[55, 21]"
P01_01_310,P01,P01_01,26:09.3,26:06.5,26:08.5,93988,94108,scoop rice,scoop,16,rice,55,['rice'],[55]
P01_01_311,P01,P01_01,26:12.3,26:13.9,26:14.7,94433,94479,put down container,put-down,1,container,21,['container'],[21]
P01_01_312,P01,P01_01,26:13.3,26:14.2,26:15.3,94451,94518,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_313,P01,P01_01,26:14.4,26:15.4,26:17.3,94522,94637,take plate,take,0,plate,2,['plate'],[2]
P01_01_314,P01,P01_01,26:16.2,26:17.8,26:19.2,94666,94749,put down plate,put-down,1,plate,2,['plate'],[2]
P01_01_315,P01,P01_01,26:17.2,26:19.2,26:20.2,94753,94809,take spatula,take,0,spatula,20,['spatula'],[20]
P01_01_316,P01,P01_01,26:19.3,26:20.1,26:32.6,94806,95553,pour rice onto plate,pour-onto,9,rice,55,"['rice', 'plate']","[55, 2]"
P01_01_317,P01,P01_01,26:33.1,26:33.9,26:39.8,95632,95991,scoop rice,scoop,16,rice,55,['rice'],[55]
P01_01_318,P01,P01_01,26:44.4,26:40.7,26:46.0,96040,96362,scoop rice,scoop,16,rice,55,['rice'],[55]
P01_01_319,P01,P01_01,26:46.6,26:46.1,26:58.1,96366,97087,pour rice into container,pour-into,9,rice,55,"['rice', 'container']","[55, 21]"
P01_01_320,P01,P01_01,26:54.9,26:46.2,26:58.7,96374,97123,scoop rice,scoop,16,rice,55,['rice'],[55]
P01_01_321,P01,P01_01,26:57.7,26:58.2,27:00.5,97089,97230,put down spatula,put-down,1,spatula,20,['spatula'],[20]
P01_01_322,P01,P01_01,27:00.0,27:01.0,27:03.1,97259,97387,put down pan,put-down,1,pan,5,['pan'],[5]
P01_01_323,P01,P01_01,27:04.3,27:05.3,27:07.0,97516,97617,open tap,turn-on,6,tap,0,['tap'],[0]
P01_01_324,P01,P01_01,27:05.6,27:07.1,27:09.7,97624,97782,washing pan,wash,2,pan,5,['pan'],[5]
P01_01_325,P01,P01_01,27:08.7,27:10.1,27:13.6,97807,98014,wash saucepan,wash,2,saucepan,5,['saucepan'],[5]
P01_01_326,P01,P01_01,27:11.7,27:13.7,27:15.2,98021,98112,wash drainer,wash,2,drainer,110,['drainer'],[110]
P01_01_327,P01,P01_01,27:12.8,27:15.0,27:16.1,98098,98167,close tap,turn-off,8,tap,0,['tap'],[0]
P01_01_328,P01,P01_01,27:16.7,27:17.6,27:19.7,98257,98383,take plate,take,0,plate,2,['plate'],[2]
P01_01_329,P01,P01_01,27:18.6,27:20.4,27:21.7,98424,98501,put down plate,put-down,1,plate,2,['plate'],[2]
